query,len,len_bucket,coles_cnt,wws_search_cnt,coles_url,elastic_results,semantic_results,merged_results,jaccard
baby powd,2.0,1.0,101,226,https://www.coles.com.au/search?q=baby%20powd,"['186bc77326a6e7032d0e6f09c9fa27e9', '71c521432301934e24f4b0cb0efbda8c', 'ab5e3e754822b2a2bd55288ae0fe7c43', '23535da7eb6a0640fcfe5c72904184fc', '34ee43aacebf5e78eedc79a010acc6a1', '22bcbe6bf2d145a444ffd8dca04e9c5c', '8533c3bbebba5887c81f0f265044a03f', '54be507e129d4a7b88755787c52976ad', '7f7fa7ae9ce434899f4b2acf86021286', '8de3713b1f0561e27734b9cc3fb976a4', 'cba0fc1ea8296c4f84e4cf0897f83a2d', '99f8c3675c9e1bec2f7f587382ee8c01', 'dd71ee3d291190ac08837c93c1102c79', '0636987021a03244abb9ca03827eb49a', '85724b14304521bbfcc0f7342557d480', '998a2fe5110657ed3ed116f048b03abc', '6d8ce650e3699e8050fe0af03290eb11', 'ea90c1fb2a2898954553e6af61a9bd87', '777b2fe0f7f03b9672aeda44db75bd8e', '4f47b38af4d867f8a408dec39265b7ca']","['dd71ee3d291190ac08837c93c1102c79', '186bc77326a6e7032d0e6f09c9fa27e9', '22bcbe6bf2d145a444ffd8dca04e9c5c', 'fc3264753e7bfcff313f3e5add119528', 'ef453071c11af7e2cb29edf02ecf9c3e', '6051eed6d32dea232d1d802dceef4bfc', 'a1ae9a2601f4816f56f1827719dec4e6', '9b1ad3051d189f62bc4a56b20b2bd430', 'dd4ef6c3bbe276c5b533723c681e39cc', 'dc7368383f000fe2903923364ab23319', '9493a773c2737bf8b031279c6ea345ae', '0f101e68fc84b60bc99ea62bbb74c195', '8b518f7c3cc7f03f4e1cb2400c3d7f08', 'e9ad7a920637c11b738431f9d3a945e5', '789e5e558acb7e9052c51220648f6211', 'aabd260bb5af6efa249a116ffb0042a0', '3f33fda523d2c9ff3c02916e088be596', 'b39db80033e49c91238ba6355ef05d97', 'cd12136c7ab0fbfe1acd2784f5a00129', 'a9b07a71df647ed83c771a331b3041e8']","['186bc77326a6e7032d0e6f09c9fa27e9', 'dd71ee3d291190ac08837c93c1102c79', '22bcbe6bf2d145a444ffd8dca04e9c5c', 'fc3264753e7bfcff313f3e5add119528', 'ef453071c11af7e2cb29edf02ecf9c3e', '6051eed6d32dea232d1d802dceef4bfc', 'a1ae9a2601f4816f56f1827719dec4e6', '9b1ad3051d189f62bc4a56b20b2bd430', 'dd4ef6c3bbe276c5b533723c681e39cc', 'dc7368383f000fe2903923364ab23319']",0.08108108108108109
dark tan,2.0,1.0,9,17,https://www.coles.com.au/search?q=dark%20tan,"['fa0b37ee46ad8546eb3dac7b8aa1c43e', '8dabe41b8a1e17cb0af28bca2c0fd6fd', '70507bf40f35d2691601445797696cdb', '595158daaef9d38f487d474fc5f1eaeb', 'b9dfad8bab1283d5cb7f52b663eb2fd5', '34fc4eee4d2f06f49cc4f251eb2a5f22', '41c03386ebedb8c352a61a578a60b8b6', '0792efe29b0723c05a27676fa0efb916', '3783d14bf70b6392430bda33833bb519', '9a7c7f07e832449b60b22f8be48be849', '0d311277d98b402c02c7d19c8647b392', 'df87e9327491d37f322fe1bf2ae4de5e', 'db60ede7bc45a34b3a56af5cd4a89646', 'c5977c004b096fa4494d140977c172cd', '4f09f8e0277f63b03db4d2f79b43379a', '72a534e835ac8e206e9f4ff1d0794bea', '1ea4aed2770266ae7f2f00b4eeacb433', 'aaf562321d3d27d65863a71afee786ad', 'dfdb5811623112ad05c740a39fcc6170', '70c689f8a823155fcf76c924da0501fc']","['8dabe41b8a1e17cb0af28bca2c0fd6fd', '658cf5a67b0463f1775a6b9800e8a163', 'fa0b37ee46ad8546eb3dac7b8aa1c43e', 'df87e9327491d37f322fe1bf2ae4de5e', '86db9dfd91f5b09b8b0de3cac1b0d480', '80ab9b88676625907d29033f6c810ceb', '4f09f8e0277f63b03db4d2f79b43379a', '1c90cc86da401b000bad8277ef9c6307', '997da0ff0f89a0103cff6c0e516f480a', '099815f733e2376f8a0af1e47ec4d1a5', 'aaf562321d3d27d65863a71afee786ad', '595158daaef9d38f487d474fc5f1eaeb', '0d311277d98b402c02c7d19c8647b392', '80d0157030579087fd34c639f60918f0', 'c3eb637ee8cebde0812a53c7db540b96', '9a7c7f07e832449b60b22f8be48be849', '595dd7f38f5fbb3228de0c60a758af6e', '6840793aa50fbeccba775d7e264acd58', '996bfeedba74662f1de803e41390af3c', '733a8fdeaad577459f1292713df10168']","['fa0b37ee46ad8546eb3dac7b8aa1c43e', '8dabe41b8a1e17cb0af28bca2c0fd6fd', '658cf5a67b0463f1775a6b9800e8a163', 'df87e9327491d37f322fe1bf2ae4de5e', '86db9dfd91f5b09b8b0de3cac1b0d480', '80ab9b88676625907d29033f6c810ceb', '4f09f8e0277f63b03db4d2f79b43379a', '1c90cc86da401b000bad8277ef9c6307', '997da0ff0f89a0103cff6c0e516f480a', '099815f733e2376f8a0af1e47ec4d1a5']",0.25
white potato,2.0,1.0,2,4,https://www.coles.com.au/search?q=white%20potato,"['df9cad1256224c643b0ad4eb732aa95e', 'b74498be33e3b1ffdc83b7c353ad136f', '9f80c46d74e2f37fa5c0a1f307e3331c', '6003b85a454193d7a2d600e9e1732c7a', '1a536aa5b99c7822e7ef9ccaa340a50f', '564f31f0d3f1e07ead2ad546c8ed04df', 'f754b2db2f49c7eb9b56b26493e2c84c', '7dccc824be9fef784e12aedd88ae9dbd', '2490c122c27765e05de5848054c66e3f', '3859c5f209c4e7a7de243580837656c2', '0666649444b5f914b29ae5bbd61b7223', 'e28bd9172ff47b0ebdcfceebb6eb2528', '9388cc08c068b7a1cd2f1941e658eb4f', '940b1fdace68cdfc314a0157930584bb', '664de9fde4550972849fe961f3fca6f1', 'a58390edfcf269d46460e30594d61bb8', '386e19b938ed33709b539d879e05ddb0', '4543972d30dfeaf77fda1880bd9f6986', '9b122d3a1b5a0fb5b6eac8007d7d7969', '7bb80e3bba6694ff9a849d0e0eee0586']","['c96ab85a99eddae3e386e83a3f7f198d', '7634ad06626e7856b80ffc01f1e5c3ff', 'f97d70ccdd2e7c32782cc1533e681a82', 'd331ba6211a7e03155ba631bfe244921', '1d895ae84c722c8775a8146203f46645', '0348e5c1342fb3430defb1954fc84c37', 'd3864940622be8132276c04417d07006', '0978920b60ef45e945d18d83bd24e30f', '3089e1290fbacc9c5d29435f64414aa3', '940b1fdace68cdfc314a0157930584bb', '0666649444b5f914b29ae5bbd61b7223', 'dddd2043c89c641fc2901674d1127a2f', '4f47b38af4d867f8a408dec39265b7ca', '13fa5737f3475552a017c841ecab2a21', 'a7d96ba33a624f801ff36488298551b7', 'f1143be6943a912c0a5cb4036e437b3b', '4543972d30dfeaf77fda1880bd9f6986', 'ddace13eb8cba6076e431f564c57c854', '0b83394eae61b8af4569ffc8c26fbef7', '12e0baf797ac0c035f3710ef8d5da1ba']","['df9cad1256224c643b0ad4eb732aa95e', 'c96ab85a99eddae3e386e83a3f7f198d', '7634ad06626e7856b80ffc01f1e5c3ff', 'f97d70ccdd2e7c32782cc1533e681a82', 'd331ba6211a7e03155ba631bfe244921', '1d895ae84c722c8775a8146203f46645', '0348e5c1342fb3430defb1954fc84c37', 'd3864940622be8132276c04417d07006', '0978920b60ef45e945d18d83bd24e30f', '3089e1290fbacc9c5d29435f64414aa3']",0.08108108108108109
moutain dew,2.0,1.0,5,3,https://www.coles.com.au/search?q=moutain%20dew,"['98442d4bf9ed16a57ae492ec5cf4e69b', '1c9ba04e1b511818b5bf9db5a8ddd84b', 'd53a190780248b32084692d422d015f7', '7310dd72ec63a2bb52acec8742c312f7', 'be10be14818b758b96299de67bcd1a08', '070c2bef23d9e5e8676b8c9b4ff77ff0', '7e53250e19c853450636c5193412c006', '3eece014c0b9b42e48f1b82aed0f69b2', '227ab292f6799c5050a686fac08d4486', '8e2ba72cce17208cd6f35aaddb6b7297']","['98442d4bf9ed16a57ae492ec5cf4e69b', 'be10be14818b758b96299de67bcd1a08', 'd53a190780248b32084692d422d015f7', '1c9ba04e1b511818b5bf9db5a8ddd84b', '070c2bef23d9e5e8676b8c9b4ff77ff0', '7310dd72ec63a2bb52acec8742c312f7', '7cfbdaa9b015788f5639beccd0878dfa', 'c51d58813d66c4788146d8447562808d', 'b4044062282b4948df8b2be1e79cf29c', '392712516757d926b752dcb0e986fdbc', 'd8e7e2ba0209015c6028831d2b234435', '55b1c0791f278908ecc65bf62394f0c4', 'a8b49824d1a90aa9083d2e8f2f342fae', '00448553b19280bef0cc5562819cd249', '3070007808cc12fc24a1d12eb9892fab', '40b9960ca30b5d70bee262007d0ffc33', 'e6ea603f51e730dc627dbb4e6f8ad75c', 'b12587cf6a4dc97410d3fe44caf55e58', 'b0418240f69dba8876a39388f67bb22f', '4b9007d13fa17a5b0d644dd20445e659']","['98442d4bf9ed16a57ae492ec5cf4e69b', 'be10be14818b758b96299de67bcd1a08', 'd53a190780248b32084692d422d015f7', '1c9ba04e1b511818b5bf9db5a8ddd84b', '070c2bef23d9e5e8676b8c9b4ff77ff0', '7310dd72ec63a2bb52acec8742c312f7', '7cfbdaa9b015788f5639beccd0878dfa', 'c51d58813d66c4788146d8447562808d', 'b4044062282b4948df8b2be1e79cf29c', '392712516757d926b752dcb0e986fdbc']",0.25
bundaberg passionfruit,2.0,1.0,2,2,https://www.coles.com.au/search?q=bundaberg%20passionfruit,"['804983971aa20d632cf6e275c089662a', '79395a095cef913266cb11a28fecd81e', 'a6e06ef0b81a5ccb3f515451abcc52ce', '4136718a2203aa912b00266edd18399c', 'fa4ab23afaad11d6a8662672a64c69a0', '1d17049692f8533481ed121c84e55366', '1a9b658f2f3aa5b89a0b82547940d79c', 'b84e61bbd8d33ffd8e82988188f4412c', 'e4c58c3d4145bb09630ff6582f2852d3', '6a79da382204c7a3d542954e8f6eed28', 'bd66ca2b7977e4cdaa628c1ebc9a5814', '5502605f6eff8b5ee7c0145d815c9fae', 'ae58d7443390f0cdaeb21b8052869c05', '21a468394f3569d0437c157db5004868', 'e5ca46c0e010e84b5e5d80c5022fee94', '003bdd11282abf27646d0895aace3a74', '726ae58f8f7282ce161dacd02c2808e1', 'aa3829b8ec28545a57c365c2c63ff40a', '8018e9e1442f17ad0501b1d2ce7a5dc3', '1b2377b6653bdc13f9f5e4e327430a0c']","['804983971aa20d632cf6e275c089662a', '79395a095cef913266cb11a28fecd81e', '4be528a3e30d745bda72c996cddeaf12', 'b7a1a5d568bde36da4bde34c1d51308e', '5d7b3a3b5caee1ad2f0f18f549ad0b43', '6dc719359ed1bf8ca912e64051802650', 'a27379712da3f27a2bd4845b5712f0be', 'e152a9b1e353c7208fbd65eaf1f5cf56', '6b1505b8f2b1bf38525b88adce58709e', 'ff70221d3c38ffa53291280e74284ff3', '003bdd11282abf27646d0895aace3a74', 'e22573918b35e58fb934146bd6164934', 'd446bca1368fd32587b0feefd7cde9ca', '6ed5a2cd12f3a2da312c31c497fc4024', 'fdbedd9a7eaf6e970691ebe1b56849e8', '1ea6179cc9064213dbe34b2d748fa559', 'fd4bd729367036903e5b6ea28e9ba199', '91fb6ab46af9f57822b3b7227737a56f', '57fa2e82847974c891e548859d548662', '23ce795f69b816d1b8fa3745dcbdd6c7']","['804983971aa20d632cf6e275c089662a', '79395a095cef913266cb11a28fecd81e', '4be528a3e30d745bda72c996cddeaf12', 'b7a1a5d568bde36da4bde34c1d51308e', '5d7b3a3b5caee1ad2f0f18f549ad0b43', '6dc719359ed1bf8ca912e64051802650', 'a27379712da3f27a2bd4845b5712f0be', 'e152a9b1e353c7208fbd65eaf1f5cf56', '6b1505b8f2b1bf38525b88adce58709e', 'ff70221d3c38ffa53291280e74284ff3']",0.08108108108108109
wedges potato,2.0,1.0,2,60,https://www.coles.com.au/search?q=wedges%20potato,"['222e0333fb80f6f8e27709a08d7c8dba', '684949e8496f91613dbfcaec14f75dd5', 'e5f08cf0980d1efbcda84ac388d7458f', 'df9cad1256224c643b0ad4eb732aa95e', 'b74498be33e3b1ffdc83b7c353ad136f', '9f80c46d74e2f37fa5c0a1f307e3331c', '6003b85a454193d7a2d600e9e1732c7a', '1a536aa5b99c7822e7ef9ccaa340a50f', '564f31f0d3f1e07ead2ad546c8ed04df', 'f754b2db2f49c7eb9b56b26493e2c84c', '7dccc824be9fef784e12aedd88ae9dbd', '2490c122c27765e05de5848054c66e3f', '3859c5f209c4e7a7de243580837656c2', '0666649444b5f914b29ae5bbd61b7223', 'e28bd9172ff47b0ebdcfceebb6eb2528', '9388cc08c068b7a1cd2f1941e658eb4f', '940b1fdace68cdfc314a0157930584bb', '664de9fde4550972849fe961f3fca6f1', 'a58390edfcf269d46460e30594d61bb8', '386e19b938ed33709b539d879e05ddb0']","['222e0333fb80f6f8e27709a08d7c8dba', 'c96ab85a99eddae3e386e83a3f7f198d', 'b74498be33e3b1ffdc83b7c353ad136f', 'de7f9916304dfda721bcfa96038b55c5', 'd331ba6211a7e03155ba631bfe244921', '684949e8496f91613dbfcaec14f75dd5', '062fcf33f80693d31284083baa0261dc', '0348e5c1342fb3430defb1954fc84c37', '883c2715f2b26d5f98ee22830b1f2267', 'df9cad1256224c643b0ad4eb732aa95e', 'a7d96ba33a624f801ff36488298551b7', '4543972d30dfeaf77fda1880bd9f6986', 'ef1d7ee223e4ae495e3c5fb8e724e633', 'a23e940819d3984e1f5ce48b99581575', '12e0baf797ac0c035f3710ef8d5da1ba', 'e28bd9172ff47b0ebdcfceebb6eb2528', 'f97d70ccdd2e7c32782cc1533e681a82', 'd3864940622be8132276c04417d07006', 'ddace13eb8cba6076e431f564c57c854', '43126f1cf91edbfb3f85ff10df7b5180']","['222e0333fb80f6f8e27709a08d7c8dba', 'c96ab85a99eddae3e386e83a3f7f198d', 'b74498be33e3b1ffdc83b7c353ad136f', 'de7f9916304dfda721bcfa96038b55c5', 'd331ba6211a7e03155ba631bfe244921', '684949e8496f91613dbfcaec14f75dd5', '062fcf33f80693d31284083baa0261dc', '0348e5c1342fb3430defb1954fc84c37', '883c2715f2b26d5f98ee22830b1f2267', 'df9cad1256224c643b0ad4eb732aa95e']",0.14285714285714285
sausage base,2.0,1.0,46,17,https://www.coles.com.au/search?q=sausage%20base,"['a01d50afd0ebc5c1b963aed2b32a3f28', '02f96f60de2d35bf7223d0836f168256', '43931459646b2da5a4d5197ab07a9c6b', '115ec74d21a3452eda4495936afbbc34', 'aa7a975deb15bfed242b998a3e454dc3', '003e9d05bc56393fff4ec3405df590dc', '8079eb9676b4f2caf03dc4e3952fbc26', '5835fcff990ace136a52a325c41cf1c1', '6d02901ed4b8fff33a7e72e34339dc8d', '4d20a161ae004080c9651fb6f16868d5', '71a7c0710ccec30cf5183fad1a44efb9', '3d5bcef6f0dd6cdcf738a78c759bfbfb', '931764b9bf26e12c41def36c30b0b37a', 'a2c10925f5cb2e95d9dc754138cd8b4b', 'a6ff650d19cac26c82305891326759f0', 'ad917cb1042a25b2e6fc25dffb51ca04', '16d73648b71364295acad0293c80b393', '7c831b21caff4c669dede5739e521182', 'effbf8eebaad9601af2cab19b15e09c3', '348e266ea4e8d83c71699151790f1107']","['74ee863299ca8a1110e967860027e1a3', '6079d2f5e13b139f15b078be10b4ddb1', 'a7f3a691e744062c3ea72f293f12f1dd', 'd9c71574026247f219387d4770c6d483', '71a7c0710ccec30cf5183fad1a44efb9', '98a5048e13b3478afd4323bf68f96f1b', '06fb057218103d351045d4eddd814c80', '160865c0de6cc959ede31a012527ec2b', 'd6feef018fddff48294e879022da7d2e', '97a7df0a6cc8f7a1dc29081cff3f8a97', 'ad917cb1042a25b2e6fc25dffb51ca04', '43931459646b2da5a4d5197ab07a9c6b', 'de1e21856d7f0ed763ab2ff3f31e513f', '446d5fc2a37d07db0c6779c5f857d5cb', '37a19470b591ff2a26446872d24a6487', '24433405c1a3bbd59cf831903ed108a6', 'd85b69c2017832754dcde14cca3985ac', '16d73648b71364295acad0293c80b393', '5ae434c9ed93a1608d09c9e2c0b39adc', '342a38254d0d03fd56ad0ba3a9733017']","['a01d50afd0ebc5c1b963aed2b32a3f28', '74ee863299ca8a1110e967860027e1a3', '6079d2f5e13b139f15b078be10b4ddb1', 'a7f3a691e744062c3ea72f293f12f1dd', 'd9c71574026247f219387d4770c6d483', '71a7c0710ccec30cf5183fad1a44efb9', '98a5048e13b3478afd4323bf68f96f1b', '06fb057218103d351045d4eddd814c80', '160865c0de6cc959ede31a012527ec2b', 'd6feef018fddff48294e879022da7d2e']",0.1111111111111111
dark kitkat,2.0,1.0,5,3,https://www.coles.com.au/search?q=dark%20kitkat,"['8f4996a9181ea387981c8f79d710308b', '1c7d67087ecde6fbac3a2a2b41199fba', '3a1873c5873b7c0ec7cfe7ae30869e4c', '1da496570bcb074ae62a50d60d2c07e9', '1debb70282b0d3f0c25984db93deecc4', '9a6e6090b3ffd243d0d2bed40687a96a', '65123793dcfdf78ebf03e8b8e7392c50', 'd14801a9ad00fde8fa5cf146e29a70c8', 'dc702b5323113e31f75444aeb66e114d', '72a534e835ac8e206e9f4ff1d0794bea', '1ea4aed2770266ae7f2f00b4eeacb433', 'aaf562321d3d27d65863a71afee786ad', 'dfdb5811623112ad05c740a39fcc6170', '70c689f8a823155fcf76c924da0501fc', '5b9a2c74c85fe9b16b9d1b06d842b555', '34be9f49252f61d6db0b033001afebdb', '60146cb4990a29619b8826d5a05f1287', '3decb9423063e677bd169aac67ade64f', 'f3f76e38af42970983831bd2b8c155be', 'aeff79b7853aad3408eb05744c7e7d48']","['8f4996a9181ea387981c8f79d710308b', '1debb70282b0d3f0c25984db93deecc4', 'aaf562321d3d27d65863a71afee786ad', '1da496570bcb074ae62a50d60d2c07e9', '1c7d67087ecde6fbac3a2a2b41199fba', '3a1873c5873b7c0ec7cfe7ae30869e4c', 'dc702b5323113e31f75444aeb66e114d', '65123793dcfdf78ebf03e8b8e7392c50', '9a6e6090b3ffd243d0d2bed40687a96a', '73f0ddf1341d327d698c8b249905d67f', '43ba95cd709bd6e315e8ee94b340c779', 'e9f65cfaf39b883db29649d7deb1e2c2', 'f3f76e38af42970983831bd2b8c155be', 'a85a7643249000828846a36ae58b1d4a', '0e92d1d965043a302b94627bd422cfb9', '05905e6fb98263df2dae87056af6e816', 'f77207052bbf5779c87e09fc53384266', '8b930a9d0d9225b283cfe857eef387e7', 'e3384976e5bec21e91e49ca3c034d7a6', '9914dcc11436243e3dc662ef654e79f6']","['8f4996a9181ea387981c8f79d710308b', '1debb70282b0d3f0c25984db93deecc4', 'aaf562321d3d27d65863a71afee786ad', '1da496570bcb074ae62a50d60d2c07e9', '1c7d67087ecde6fbac3a2a2b41199fba', '3a1873c5873b7c0ec7cfe7ae30869e4c', 'dc702b5323113e31f75444aeb66e114d', '65123793dcfdf78ebf03e8b8e7392c50', '9a6e6090b3ffd243d0d2bed40687a96a', '73f0ddf1341d327d698c8b249905d67f']",0.3333333333333333
pear fruit,2.0,1.0,43,0,https://www.coles.com.au/search?q=pear%20fruit,"['459fc219967cd641d2f30288bbd323a3', '0081c2d9c08e3c19d0f64a948b2de8d9', '006c5de40643efa246c04a6186488fdb', '76a32e086a9ffca9a4efd10b2e5c3c12', '159da25808b46d50fed7af7e060e4cba', 'c6c5d806a6fdec04e786084e874e68ee', 'bc6a29d67885012b5ef25b02eff71f6d', 'ab254f4f83e88c44aaa2aefed326091a', '36156d51d414622bcd8b65df753a4ab0', 'c1ffb298c7e3d9ef51a16914f2151e1a', '46928f10025b8dc3058db81d7e74cbeb', '3f28c665e57091b1b83fbafea96286a4', '639bb5f0cf8349ff8bf0c1c0f3429c9b', '2dec82c389d725d04fdafba684671863', '9134a277232ae7dfab691163781c0e11', '8ea403850bd2391dfaf9cad553b3dbf7', '5ac793891d064ae2fe13149302b8a438', 'a193372b877334784a968f10f0d8c9a9', '2b8f06794deab1694aad1b5e0c3e5943', '2abfa687cbe1d4a06a22a43298f1f8f8']","['2c7d93fdac12b9328a13f4aa225f0730', '150dd201610b09a54596a27a0cd0c7e8', '0d968336df39879f1e63a8149b3b5669', '26c5453ea14428204924428316e37f78', '79ba008a189ba6f2cf0ae70be850eb72', '30e3188fada6d10e3cdd31f219db8798', 'e22573918b35e58fb934146bd6164934', '328bf5234efa60b70d47b49712270afc', 'a2d218d6858af6e62404e985bf4d6c67', '0600bf4a31da1f84ffba48c2e6cb2c29', '2fae9f9272953291b71e81428c79223e', '88d84277bca5ab4e03c628d32a790694', '18a1185126039d35dce093db44a87ec8', 'efdd74a896980cd556a6aead8428a91c', '6dc719359ed1bf8ca912e64051802650', '85a080add321414880a6d6bb761fef57', '43daf1ce92c0ffeacc66c7acf1d28525', 'f89e96f76255bffcb3ee452a3e3ee645', '59f9a7a066f22bcd5274e12230b623b5', '5814e52f6f290149ac7438b36587de87']","['459fc219967cd641d2f30288bbd323a3', '2c7d93fdac12b9328a13f4aa225f0730', '150dd201610b09a54596a27a0cd0c7e8', '0d968336df39879f1e63a8149b3b5669', '26c5453ea14428204924428316e37f78', '79ba008a189ba6f2cf0ae70be850eb72', '30e3188fada6d10e3cdd31f219db8798', 'e22573918b35e58fb934146bd6164934', '328bf5234efa60b70d47b49712270afc', 'a2d218d6858af6e62404e985bf4d6c67']",0.0
onions,2.0,1.0,143,30,https://www.coles.com.au/search?q=onions,"['b36d675bb2bc1efbf38979c46d1fa690', '442a9f353fc0b30d3ce9772735262f0c', 'da3323edcb7646935030f063a196f3db', '49d14c60c0c5bcac5985fda0905686da', '94a21637411623a94640a19f61165a97', 'cbe668b52fd5916fdd4dfe24aab0b968', '812f0797220e4100002b539d1337fc90', 'ac844b98c20821a92503a0e759489fde', 'f4b659b566d429c5bfc250c4a354e3af', 'cd3421940ab4cfec243b7f1305a66c01', '05c839cf0716600ee9e5e15e66ff8ea7', '213607f2e5ed4cdf56ff31757fd445eb', 'be276cd886e19c7e380bdbada21a5cc7', '6fcb8d113f96799c1c576669d349b1e3', 'd443a448cc7e2847896e31c712710169', '5dbd48fdb4ceadf495ad03e4681c480e', '26d3fc8868500cead5191005c6426987', 'a7a419d2cc8381401a8a7398bf510664', 'a609631d62636453dc33d018941fe264', '69428e791345241f983d4348450cc331']","['bdbc6c1cc490501823e10e5f64172a57', 'cbe668b52fd5916fdd4dfe24aab0b968', 'da3323edcb7646935030f063a196f3db', '05c839cf0716600ee9e5e15e66ff8ea7', '26d3fc8868500cead5191005c6426987', '442a9f353fc0b30d3ce9772735262f0c', '6fcb8d113f96799c1c576669d349b1e3', 'be276cd886e19c7e380bdbada21a5cc7', '24375235a533dea1325eb14602638b03', '94a21637411623a94640a19f61165a97', '1e7e238415d6132cc090208fbd592043', '94650f28e0189b74066f580d165f7a26', '213607f2e5ed4cdf56ff31757fd445eb', 'eb482c04c2e3ba6449580940e8ec0720', 'ecd4045ed9a303594ac63108f35dc0fd', 'a5af704034ac8bffcb7bf2e7617aacd3', 'a7a419d2cc8381401a8a7398bf510664', '59830db7b2cb76660f292d9158a3de4b', 'd4a63a605dae5590894e2962158c5222', 'be2579a8999d855aa99ee1fee6bc03df']","['b36d675bb2bc1efbf38979c46d1fa690', 'bdbc6c1cc490501823e10e5f64172a57', 'cbe668b52fd5916fdd4dfe24aab0b968', 'da3323edcb7646935030f063a196f3db', '05c839cf0716600ee9e5e15e66ff8ea7', '26d3fc8868500cead5191005c6426987', '442a9f353fc0b30d3ce9772735262f0c', '6fcb8d113f96799c1c576669d349b1e3', 'be276cd886e19c7e380bdbada21a5cc7', '24375235a533dea1325eb14602638b03']",0.3333333333333333
syurp,1.0,1.0,2,89,https://www.coles.com.au/search?q=syurp,[],"['29a3320eda2cef06f2c11efd68733ac1', '3b9622b86d77cc2694167e978de103bb', '1b5360d7c6e1807470d9752ae29571c7', '6813a8b467ef6920ae8124ec0d22a9b4', '44105debd891638e07463b9d26dc0e60', '35a6a0c8f94c6695d1184d5845c670e2', '2ee40a302e7d42b8082aef958ee0d00e', 'e54dea3b370a75ca3f91aa68c40206e9', 'c742bb474b62e6c7589c3a042a636dd1', 'e86557006188a5b56e6b1989ad40a5cd', 'bba316d5108a8e4c7034be0e7ca5e190', 'aadde1c639b8d3b21ad1bc06a83a7a8a', '40fb75962b6449ab85029134d5c47ca8', 'fd2fc7eb60c5e016aea790bf9c555749', 'cb0c966ad4021ae154761daa20706282', 'ecd252fe4db6cf78c3536dbb1d12ee1e', '85c790b61857b8b5e0d471fd0282c8fb', 'c54337231c322a982f23f989afde76b3', '00923adaca30ffa14602c9690e9339c0', '23f477da594d3e34f26c4e90bd5918d8']","['29a3320eda2cef06f2c11efd68733ac1', '3b9622b86d77cc2694167e978de103bb', '1b5360d7c6e1807470d9752ae29571c7', '6813a8b467ef6920ae8124ec0d22a9b4', '44105debd891638e07463b9d26dc0e60', '35a6a0c8f94c6695d1184d5845c670e2', '2ee40a302e7d42b8082aef958ee0d00e', 'e54dea3b370a75ca3f91aa68c40206e9', 'c742bb474b62e6c7589c3a042a636dd1', 'e86557006188a5b56e6b1989ad40a5cd']",0.0
diet lime,2.0,1.0,6,13,https://www.coles.com.au/search?q=diet%20lime,"['ed7b7cb043559316a46d9e327a4b1542', '03652eddb8e09422f5d2d7418c974456', '0a9cd2065b31004d55a4723223a8ea6a', 'c72a030b427de96470132a4b561068ae', 'df69a88bdbce90b842cf493fcdff57d8', 'dd313f18ce6a482f624173cd56c21e98', 'c0b27af31df7fd2b78df9b6741a4b0d3', 'db0c32bb9c774b406daeeaaa19c81bd6', '87275fc91469fb22ab3b77e94c46899e', '85117eb7df77925ae1e4cde317775e7c', '30e8f57dd1055e6da024ff9350c63296', '72a79850645d03dccfedef045adc84e6', '42264ccd7b11a3b491bac4f1d7fe8425', 'd5bd27ed82607e0c243c4d32d1ba3a78', 'afbb1311ab6a685269eb3835d7b9d6bd', '71fb4e8792c9e3612b5853df72e26241', 'd0c15c228cb1983238d1e6e1637443c3', '213fccaa93de5800e33bd05624f7441c', '41f3636c1293ff253bccc73288d78a26', '22587563de6488d146f44ff2a5cc683a']","['ecf4b4b7d102a8fd4742a1e77393ed38', 'ed7b7cb043559316a46d9e327a4b1542', '237d41216a78efe7af23269f4160ba10', 'a5bfa9f17ce0c118a88bd7161f40b2e4', '9cd653b32cd5945ee27922e0e0645b07', 'cef83e8e14079ae4d453df69ecd4b531', 'db0c32bb9c774b406daeeaaa19c81bd6', 'c72a030b427de96470132a4b561068ae', '7b2b3e94b0a8e5760bff50fcc864693f', 'dad2b616ae0b3f4b1661e1356fc1cf96', 'bf2deb7de19490dfca2076be3fd7e1ae', '1229b20c500dd58c9341b163fef82d52', '8a374c6218c95c0dea43086fc55ceee9', '310d7a1db4562e5b929f4f9b8e315f4e', '3b9995df49cd8efcf5f438bd1db98f15', 'd56afd25a3178aa9810050859f4d62a4', '7ca82bf4720465504030840e7378362e', '8c226fa316d72541ec4ad6154ca32d21', '16ac4f915438053ae246e6dde30cd52e', '03469dd3f7a1f36d5a68559b540ef172']","['ed7b7cb043559316a46d9e327a4b1542', 'ecf4b4b7d102a8fd4742a1e77393ed38', '237d41216a78efe7af23269f4160ba10', 'a5bfa9f17ce0c118a88bd7161f40b2e4', '9cd653b32cd5945ee27922e0e0645b07', 'cef83e8e14079ae4d453df69ecd4b531', 'db0c32bb9c774b406daeeaaa19c81bd6', 'c72a030b427de96470132a4b561068ae', '7b2b3e94b0a8e5760bff50fcc864693f', 'dad2b616ae0b3f4b1661e1356fc1cf96']",0.08108108108108109
